task_id;hostname;hash;native_id;process;tag;name;status;exit;module;container;cpus;time;disk;memory;attempt;submit;start;complete;duration;realtime;queue;%cpu;%mem;rss;vmem;peak_rss;peak_vmem;rchar;wchar;syscr;syscw;read_bytes;write_bytes;vol_ctxt;inv_ctxt;workdir;scratch;error_action
141;-;55/4cb306;43822;NFCORE_CHIPSEQ:CHIPSEQ:DEEPTOOLS_PLOTFINGERPRINT;SPT5_T15_REP2;NFCORE_CHIPSEQ:CHIPSEQ:DEEPTOOLS_PLOTFINGERPRINT (SPT5_T15_REP2);COMPLETED;0;-;quay.io/biocontainers/deeptools:3.5.5--pyhdfd78af_0;2;21600000;-;6442450944;1;1742931497343;1742931572203;1742931582202;84859;12000;nf-core;113.0;1.1;945278976;2807377920;1265160192;3127390208;74574644;76262;10183;70;0;86016;23;91;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/55/4cb306e484f53dacfabc1f5af3843e;-;-
140;-;d8/b1fa08;43823;NFCORE_CHIPSEQ:CHIPSEQ:DEEPTOOLS_PLOTFINGERPRINT;SPT5_T0_REP2;NFCORE_CHIPSEQ:CHIPSEQ:DEEPTOOLS_PLOTFINGERPRINT (SPT5_T0_REP2);COMPLETED;0;-;quay.io/biocontainers/deeptools:3.5.5--pyhdfd78af_0;2;21600000;-;6442450944;1;1742931497419;1742931577195;1742931587219;89800;11000;nf-core;118.5;1.3;1089331200;2956087296;1253916672;3117338624;74513523;76081;10161;70;0;86016;67;124;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/d8/b1fa082dc40d5d208b4ef752e0f5ca;-;-
145;-;85/8067a9;43825;NFCORE_CHIPSEQ:CHIPSEQ:MULTIQC_CUSTOM_PHANTOMPEAKQUALTOOLS;SPT5_INPUT_REP2;NFCORE_CHIPSEQ:CHIPSEQ:MULTIQC_CUSTOM_PHANTOMPEAKQUALTOOLS (SPT5_INPUT_REP2);COMPLETED;0;-;community.wave.seqera.io/library/r-base:4.3.3--14bb33ac537aea22;2;7200000;-;4294967296;1;1742931497481;1742931587223;1742935032398;3534917;355;nf-core;209.7;0.1;53518336;1704058880;53518336;1704058880;6314698;12933;697;41;0;28672;19;160;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/85/8067a9c6792b15602659c21ecb2303;-;-
138;-;b2/935f68;43819;NFCORE_CHIPSEQ:CHIPSEQ:MULTIQC_CUSTOM_PHANTOMPEAKQUALTOOLS;SPT5_T0_REP1;NFCORE_CHIPSEQ:CHIPSEQ:MULTIQC_CUSTOM_PHANTOMPEAKQUALTOOLS (SPT5_T0_REP1);COMPLETED;0;-;community.wave.seqera.io/library/r-base:4.3.3--14bb33ac537aea22;2;7200000;-;4294967296;1;1742931492302;1742931547193;1742935032394;3540092;374;nf-core;208.7;0.0;38805504;1691308032;38805504;1691308032;6314981;12866;697;41;0;28672;17;51;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/b2/935f68b6525d023b484e9c1f2b98bc;-;-
137;-;09/7f1750;43818;NFCORE_CHIPSEQ:CHIPSEQ:MULTIQC_CUSTOM_PHANTOMPEAKQUALTOOLS;SPT5_T15_REP1;NFCORE_CHIPSEQ:CHIPSEQ:MULTIQC_CUSTOM_PHANTOMPEAKQUALTOOLS (SPT5_T15_REP1);COMPLETED;0;-;community.wave.seqera.io/library/r-base:4.3.3--14bb33ac537aea22;2;7200000;-;4294967296;1;1742931492274;1742931517200;1742935032393;3540119;398;nf-core;296.9;0.0;41250816;1691979776;41250816;1691987968;6314756;12899;697;41;0;28672;19;76;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/09/7f1750506a40145470e2cc1ed27f99;-;-
139;-;eb/ab5551;43820;NFCORE_CHIPSEQ:CHIPSEQ:MULTIQC_CUSTOM_PHANTOMPEAKQUALTOOLS;SPT5_T0_REP2;NFCORE_CHIPSEQ:CHIPSEQ:MULTIQC_CUSTOM_PHANTOMPEAKQUALTOOLS (SPT5_T0_REP2);COMPLETED;0;-;community.wave.seqera.io/library/r-base:4.3.3--14bb33ac537aea22;2;7200000;-;4294967296;1;1742931492334;1742931547194;1742935032395;3540061;267;nf-core;349.4;0.0;28057600;1680683008;28057600;1680683008;6315150;12884;697;41;0;28672;19;30;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/eb/ab5551d68c8a7511b32cebc996c2ba;-;-
144;-;6b/4ed3a8;43824;NFCORE_CHIPSEQ:CHIPSEQ:MULTIQC_CUSTOM_PHANTOMPEAKQUALTOOLS;SPT5_INPUT_REP1;NFCORE_CHIPSEQ:CHIPSEQ:MULTIQC_CUSTOM_PHANTOMPEAKQUALTOOLS (SPT5_INPUT_REP1);COMPLETED;0;-;community.wave.seqera.io/library/r-base:4.3.3--14bb33ac537aea22;2;7200000;-;4294967296;1;1742931497465;1742931587219;1742935032398;3534933;332;nf-core;306.7;0.0;31539200;1684389888;31539200;1684389888;6314778;12916;697;41;0;28672;18;17;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/6b/4ed3a861f44da3f21e01268415b4ae;-;-
148;-;08/ad146b;43827;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS;SPT5_INPUT_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SPT5_INPUT_REP1);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;1;14400000;-;6442450944;1;1742931497519;1742935037395;1742935037478;3539959;0;nf-core;82.8;0.0;3248128;4489216;3248128;4489216;148541;5329;236;19;0;8192;2;0;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/08/ad146bf59f312a61814172a190749c;-;-
143;-;7f/44415c;43828;NFCORE_CHIPSEQ:CHIPSEQ:BAM_PEAKS_CALL_QC_ANNOTATE_MACS3_HOMER:MACS3_CALLPEAK;SPT5_T15_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_PEAKS_CALL_QC_ANNOTATE_MACS3_HOMER:MACS3_CALLPEAK (SPT5_T15_REP2);COMPLETED;0;-;quay.io/biocontainers/macs3:3.0.1--py311h0152c62_3;2;21600000;-;6442450944;1;1742931497536;1742935037478;1742935037480;3539944;2000;nf-core;159.3;0.1;90230784;1715933184;90230784;1715933184;42726650;16296636;4969;186;0;16347136;5;42;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/7f/44415c7cf1dfaba78936a503d2f833;-;-
152;-;ba/893a4d;43829;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS;SPT5_T15_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SPT5_T15_REP1);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;1;14400000;-;6442450944;1;1742931497549;1742935037480;1742935037490;3539941;1000;nf-core;114.3;0.0;3248128;4489216;3248128;4489216;148968;5325;236;19;0;8192;2;0;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/ba/893a4da58f5c5ad72a58aad75f8010;-;-
155;-;89/d6f6e4;43832;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS;SPT5_INPUT_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SPT5_INPUT_REP2);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;1;14400000;-;6442450944;1;1742931497581;1742935037493;1742935037494;3539913;0;nf-core;156.5;0.0;3125248;4489216;3125248;4489216;148685;5330;236;19;0;8192;2;1;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/89/d6f6e42fc51fbbf7f8b9162a415aaa;-;-
154;-;e9/bccef9;43831;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS;SPT5_T15_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SPT5_T15_REP2);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;1;14400000;-;6442450944;1;1742931497571;1742935037492;1742935037493;3539922;0;nf-core;109.1;0.0;3309568;4489216;3309568;4489216;148936;5325;236;19;0;8192;2;0;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/e9/bccef9b4c414da28fc9d093f9f4b41;-;-
147;-;f7/c853cc;43826;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS;SPT5_T0_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SPT5_T0_REP2);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;1;14400000;-;6442450944;1;1742931497498;1742935037393;1742935037394;3539896;0;nf-core;92.3;0.0;3170304;4489216;3170304;4489216;149759;5322;236;19;0;8192;2;0;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/f7/c853cc6b229f2fdd5f8042688636e3;-;-
153;-;3c/7025f1;43830;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS;SPT5_T0_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SPT5_T0_REP1);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;1;14400000;-;6442450944;1;1742931497559;1742935037491;1742935037492;3539933;0;nf-core;109.1;0.0;3256320;4489216;3256320;4489216;148342;5324;236;19;0;8192;2;0;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/3c/7025f13c25dc735d2c704fcc163e7c;-;-
158;-;66/6fbbeb;43835;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT;SPT5_T0_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SPT5_T0_REP1);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;1;14400000;-;6442450944;1;1742931497654;1742935042395;1742935042405;3544751;0;nf-core;140.0;0.0;6852608;162738176;6852608;229982208;5114081;5515;952;19;0;8192;154;1;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/66/6fbbeb611e31127bd7ff5c4e15f8f2;-;-
159;-;1c/6d9da4;43836;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT;SPT5_T15_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SPT5_T15_REP2);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;1;14400000;-;6442450944;1;1742931497693;1742935042407;1742935042411;3544718;1000;nf-core;138.5;0.0;7049216;162738176;7049216;229982208;6150050;5515;1105;19;0;8192;167;1;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/1c/6d9da4f25d17934a38d4fe31b5b5f7;-;-
157;-;0d/44d198;43834;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT;SPT5_T15_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SPT5_T15_REP1);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;1;14400000;-;6442450944;1;1742931497627;1742935037495;1742935042394;3544767;0;nf-core;143.3;0.0;7020544;162738176;7020544;229982208;6118973;5515;1104;19;0;8192;209;1;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/0d/44d198d53a30da06b343859b730051;-;-
156;-;0b/f11565;43833;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT;SPT5_INPUT_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SPT5_INPUT_REP1);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;1;14400000;-;6442450944;1;1742931497594;1742935037494;1742935042393;3544799;0;nf-core;151.7;0.0;6987776;162738176;6987776;229982208;9235979;5516;1584;19;0;8192;172;1;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/0b/f11565c02c46321518a398dc3b8ba1;-;-
149;-;e2/b1f156;43837;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT;SPT5_T0_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SPT5_T0_REP2);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;1;14400000;-;6442450944;1;1742931497711;1742935042412;1742935042442;3544731;0;nf-core;130.9;0.0;6934528;162738176;6934528;229982208;4437395;5508;840;19;0;8192;151;2;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/e2/b1f156a28124bc853243c50444d4be;-;-
160;-;60/f6ca44;43838;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT;SPT5_INPUT_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SPT5_INPUT_REP2);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;1;14400000;-;6442450944;1;1742931497727;1742935042443;1742935042448;3544721;0;nf-core;146.3;0.0;7045120;162738176;7045120;229982208;9523882;5516;1629;19;0;8192;131;1;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/60/f6ca443da80d80cdcf2f63e17301b0;-;-
150;-;f8/b12390;43839;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS;SPT5_INPUT_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SPT5_INPUT_REP1);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;1;14400000;-;6442450944;1;1742931497742;1742935042478;1742935042487;3544745;0;nf-core;127.9;0.0;7307264;164282368;7307264;231374848;9237484;44305;1584;28;0;45056;7;0;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/f8/b123907a7014061173ce4cc601970e;-;-
146;-;72/d3e908;43840;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS;SPT5_T0_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SPT5_T0_REP2);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;1;14400000;-;6442450944;1;1742931497775;1742935042493;1742935042494;3544719;0;nf-core;118.6;0.0;7835648;164282368;7835648;231219200;4438896;66879;840;34;0;69632;7;1;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/72/d3e908d4744b24f47088c798ef333a;-;-
151;-;91/87b859;43841;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS;SPT5_T15_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SPT5_T15_REP1);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;1;14400000;-;6442450944;1;1742931497790;1742935042502;1742935042503;3544713;0;nf-core;118.2;0.0;7704576;164282368;7704576;231219200;6120477;63063;1104;33;0;65536;7;1;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/91/87b8597eb46b2c6fc1ba10bc5d272e;-;-
161;-;2c/4ddbb2;43842;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS;SPT5_T0_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SPT5_T0_REP1);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;1;14400000;-;6442450944;1;1742931497906;1742935042510;1742935047394;3549488;0;nf-core;122.2;0.0;7778304;164282368;7778304;231374848;5115583;62739;952;33;0;65536;8;1;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/2c/4ddbb2e4bdb2f2609aa9042e7eaef8;-;-
162;-;4d/af1de7;43843;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS;SPT5_T15_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SPT5_T15_REP2);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;1;14400000;-;6442450944;1;1742931497957;1742935042512;1742935047395;3549438;0;nf-core;116.0;0.0;7856128;164282368;7856128;231219200;6151556;63795;1105;33;0;65536;8;1;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/4d/af1de75c86ccbbfe7f76031ba3bbe5;-;-
163;-;1e/19bcbb;43844;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS;SPT5_INPUT_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SPT5_INPUT_REP2);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;1;14400000;-;6442450944;1;1742931497991;1742935047395;1742935047399;3549408;1000;nf-core;125.3;0.0;7294976;164282368;7294976;231374848;9525388;44376;1629;28;0;45056;7;0;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/1e/19bcbbfdf3ab22c08c7f323950f374;-;-
164;-;13/c82954;43845;NFCORE_CHIPSEQ:CHIPSEQ:MULTIQC_CUSTOM_PHANTOMPEAKQUALTOOLS;SPT5_T15_REP2;NFCORE_CHIPSEQ:CHIPSEQ:MULTIQC_CUSTOM_PHANTOMPEAKQUALTOOLS (SPT5_T15_REP2);COMPLETED;0;-;community.wave.seqera.io/library/r-base:4.3.3--14bb33ac537aea22;2;7200000;-;4294967296;1;1742931507268;1742935047399;1742935047428;3540160;205;nf-core;619.0;0.0;20418560;1539313664;20418560;1539313664;6314960;12901;697;41;0;28672;22;0;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/13/c829548fb7e54aa0c66e14866333af;-;-
166;-;17/f69b72;43846;NFCORE_CHIPSEQ:CHIPSEQ:BAM_PEAKS_CALL_QC_ANNOTATE_MACS3_HOMER:FRIP_SCORE;SPT5_T15_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_PEAKS_CALL_QC_ANNOTATE_MACS3_HOMER:FRIP_SCORE (SPT5_T15_REP1);COMPLETED;0;-;quay.io/biocontainers/mulled-v2-8186960447c5cb2faa697666dc1e6d919ad23f3e:3127fcae6b6bdaf8181e21a26ae61231030a9fcb-0;2;21600000;-;6442450944;1;1742931542263;1742935047431;1742935062395;3520132;0;nf-core;123.9;0.0;17350656;32796672;17350656;32804864;21110679;8924423;22613;1232;0;16384;59;75;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/17/f69b726eff4f04b3a4603ad4c439e3;-;-
170;-;9d/26a677;43850;NFCORE_CHIPSEQ:CHIPSEQ:BAM_PEAKS_CALL_QC_ANNOTATE_MACS3_HOMER:FRIP_SCORE;SPT5_T0_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_PEAKS_CALL_QC_ANNOTATE_MACS3_HOMER:FRIP_SCORE (SPT5_T0_REP2);COMPLETED;0;-;quay.io/biocontainers/mulled-v2-8186960447c5cb2faa697666dc1e6d919ad23f3e:3127fcae6b6bdaf8181e21a26ae61231030a9fcb-0;2;21600000;-;6442450944;1;1742931572240;1742935047446;1742935062395;3490155;0;nf-core;129.2;0.0;17334272;32796672;17334272;32804864;15101093;6288353;16023;875;0;16384;58;5;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/9d/26a6778e146db24c3b81a206b8f8bd;-;-
168;-;8b/14850f;43847;NFCORE_CHIPSEQ:CHIPSEQ:BAM_PEAKS_CALL_QC_ANNOTATE_MACS3_HOMER:FRIP_SCORE;SPT5_T0_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_PEAKS_CALL_QC_ANNOTATE_MACS3_HOMER:FRIP_SCORE (SPT5_T0_REP1);COMPLETED;0;-;quay.io/biocontainers/mulled-v2-8186960447c5cb2faa697666dc1e6d919ad23f3e:3127fcae6b6bdaf8181e21a26ae61231030a9fcb-0;2;21600000;-;6442450944;1;1742931542278;1742935047443;1742935062395;3520117;0;nf-core;131.8;0.0;17063936;32931840;17063936;32940032;17709715;7526300;19138;1043;0;16384;62;1;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/8b/14850f1a1541cc819742d439171361;-;-
174;-;a9/71e34e;43853;NFCORE_CHIPSEQ:CHIPSEQ:BAM_PEAKS_CALL_QC_ANNOTATE_MACS3_HOMER:FRIP_SCORE;SPT5_T15_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_PEAKS_CALL_QC_ANNOTATE_MACS3_HOMER:FRIP_SCORE (SPT5_T15_REP2);COMPLETED;0;-;quay.io/biocontainers/mulled-v2-8186960447c5cb2faa697666dc1e6d919ad23f3e:3127fcae6b6bdaf8181e21a26ae61231030a9fcb-0;2;21600000;-;6442450944;1;1742935037675;1742935067397;1742935067405;29730;0;nf-core;123.8;0.0;17125376;32931840;17125376;32940032;21358476;9095866;23003;1255;0;16384;53;0;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/a9/71e34ea68eef8391c6c7fd7d3cb07d;-;-
165;-;1d/816996;43848;NFCORE_CHIPSEQ:CHIPSEQ:BAM_PEAKS_CALL_QC_ANNOTATE_MACS3_HOMER:HOMER_ANNOTATEPEAKS;SPT5_T15_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_PEAKS_CALL_QC_ANNOTATE_MACS3_HOMER:HOMER_ANNOTATEPEAKS (SPT5_T15_REP1);COMPLETED;0;-;quay.io/biocontainers/homer:4.11--pl526hc9558a2_3;2;21600000;-;6442450944;1;1742931542639;1742935047444;1742935077395;3534756;3000;nf-core;100.9;0.0;71028736;107978752;71028736;107982848;57911879;6151216;8558;1250;0;6184960;31;7;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/1d/816996d98f6fe703b161f22ac2719d;-;-
169;-;ac/f3ad0a;43851;NFCORE_CHIPSEQ:CHIPSEQ:BAM_PEAKS_CALL_QC_ANNOTATE_MACS3_HOMER:HOMER_ANNOTATEPEAKS;SPT5_T0_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_PEAKS_CALL_QC_ANNOTATE_MACS3_HOMER:HOMER_ANNOTATEPEAKS (SPT5_T0_REP2);COMPLETED;0;-;quay.io/biocontainers/homer:4.11--pl526hc9558a2_3;2;21600000;-;6442450944;1;1742931572547;1742935067395;1742935077404;3504857;4000;nf-core;100.5;0.2;191123456;320937984;191123456;320942080;57825024;6078807;8546;1240;0;6119424;34;6;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/ac/f3ad0a6649f4e85492f7940cd4aa77;-;-
167;-;16/36ea47;43849;NFCORE_CHIPSEQ:CHIPSEQ:BAM_PEAKS_CALL_QC_ANNOTATE_MACS3_HOMER:HOMER_ANNOTATEPEAKS;SPT5_T0_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_PEAKS_CALL_QC_ANNOTATE_MACS3_HOMER:HOMER_ANNOTATEPEAKS (SPT5_T0_REP1);COMPLETED;0;-;quay.io/biocontainers/homer:4.11--pl526hc9558a2_3;2;21600000;-;6442450944;1;1742931542932;1742935047445;1742935077396;3534464;3000;nf-core;100.7;0.0;72675328;109666304;72675328;109670400;57965939;6198252;8564;1258;0;6230016;32;6;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/16/36ea47e9b0417f0bc752a4dd77ec22;-;-
