task_id;hostname;hash;native_id;process;tag;name;status;exit;module;container;cpus;time;disk;memory;attempt;submit;start;complete;duration;realtime;queue;%cpu;%mem;rss;vmem;peak_rss;peak_vmem;rchar;wchar;syscr;syscw;read_bytes;write_bytes;vol_ctxt;inv_ctxt;workdir;scratch;error_action
101;-;9f/0bf152;43782;NFCORE_CHIPSEQ:CHIPSEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS;SPT5_INPUT_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SPT5_INPUT_REP2);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;1;14400000;-;6442450944;1;1742930318261;1742930332137;1742930332142;13881;1000;nf-core;122.3;0.0;7806976;164282368;7806976;231374848;11167761;44947;1850;28;0;45056;4;1;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/9f/0bf15288f844cf461fc086cff682e1;-;-
103;-;49/13308e;43784;NFCORE_CHIPSEQ:CHIPSEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS;SPT5_T15_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SPT5_T15_REP2);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;1;14400000;-;6442450944;1;1742930318376;1742930332168;1742930332169;13793;0;nf-core;117.3;0.0;7786496;164282368;7786496;231374848;9562756;67458;1678;34;0;69632;5;0;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/49/13308e32272bcdd50cdcf93a0fbe04;-;-
102;-;cb/2e8df0;43783;NFCORE_CHIPSEQ:CHIPSEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS;SPT5_T0_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SPT5_T0_REP1);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;1;14400000;-;6442450944;1;1742930318333;1742930332162;1742930332168;13835;0;nf-core;122.3;0.0;7688192;164282368;7688192;231219200;9209188;69154;1678;34;0;69632;6;0;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/cb/2e8df0b2fb9ea55ca72d09819cc235;-;-
83;-;39/765214;43778;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:SAMTOOLS_SORT;SPT5_T0_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:SAMTOOLS_SORT (SPT5_T0_REP1);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;2;21600000;-;6442450944;1;1742930318077;1742930327162;1742930332110;14033;0;nf-core;184.4;0.0;37126144;1862672384;37126144;1862672384;10307397;10897594;414;180;0;5820416;54;7;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/39/7652140461a7782242cf5ec1a6dc13;-;-
105;-;0c/c20c4d;43785;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_REMOVE_ORPHANS;SPT5_T15_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_REMOVE_ORPHANS (SPT5_T15_REP1);COMPLETED;0;-;quay.io/biocontainers/mulled-v2-57736af1eb98c01010848572c9fec9fff6ffaafd:402e865b8f6af2f3e58c6fc8d57127ff0144b2c7-0;2;21600000;-;6442450944;1;1742930322263;1742930332169;1742930337110;14847;2000;nf-core;128.7;0.0;30105600;1854529536;30105600;1854533632;15345265;14284831;2197;900;0;14299136;14;26;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/0c/c20c4d52584f573a2a6690b63a010b;-;-
109;-;33/204244;43789;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_REMOVE_ORPHANS;SPT5_T0_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_REMOVE_ORPHANS (SPT5_T0_REP1);COMPLETED;0;-;quay.io/biocontainers/mulled-v2-57736af1eb98c01010848572c9fec9fff6ffaafd:402e865b8f6af2f3e58c6fc8d57127ff0144b2c7-0;2;21600000;-;6442450944;1;1742930332203;1742930337124;1742930337149;4946;1000;nf-core;131.2;0.0;25014272;1852956672;25014272;1852960768;12784346;11692591;1893;748;0;11710464;4;14;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/33/204244970104f871ab03a003c76654;-;-
108;-;df/268607;43790;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_REMOVE_ORPHANS;SPT5_INPUT_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_REMOVE_ORPHANS (SPT5_INPUT_REP2);COMPLETED;0;-;quay.io/biocontainers/mulled-v2-57736af1eb98c01010848572c9fec9fff6ffaafd:402e865b8f6af2f3e58c6fc8d57127ff0144b2c7-0;2;21600000;-;6442450944;1;1742930332236;1742930337157;1742930337159;4923;1000;nf-core;139.8;0.0;22720512;1852956672;22720512;1852960768;21254224;20274710;3235;1422;0;20287488;2;18;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/df/2686076421c9fbc26e80b6d6945718;-;-
107;-;0a/ad267b;43788;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT;SPT5_INPUT_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SPT5_INPUT_REP1);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;2;21600000;-;6442450944;1;1742930327303;1742930337121;1742930337123;9820;0;nf-core;185.2;0.0;41820160;1861906432;41885696;1862578176;19803061;18936533;555;326;0;9113600;84;54;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/0a/ad267bb3e52c1aeee65c11583dcdc3;-;-
104;-;3b/b0939c;43786;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:SAMTOOLS_SORT;SPT5_T15_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:SAMTOOLS_SORT (SPT5_T15_REP2);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;2;21600000;-;6442450944;1;1742930322279;1742930332171;1742930337110;14831;0;nf-core;200.7;0.0;34000896;1862672384;34000896;1862672384;12404770;13162218;445;213;0;7032832;38;2;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/3b/b0939c3020af0ff3c2eb240696e548;-;-
106;-;16/7b0d28;43787;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT;SPT5_T0_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SPT5_T0_REP2);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;2;21600000;-;6442450944;1;1742930327292;1742930337110;1742930337111;9819;1000;nf-core;182.5;0.0;36937728;1878691840;37007360;1879363584;10237744;9355298;410;177;0;4313088;41;11;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/16/7b0d28b55432dd6a3d0050bfbb780f;-;-
113;-;c8/715b76;43791;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_REMOVE_ORPHANS;SPT5_T15_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_REMOVE_ORPHANS (SPT5_T15_REP2);COMPLETED;0;-;quay.io/biocontainers/mulled-v2-57736af1eb98c01010848572c9fec9fff6ffaafd:402e865b8f6af2f3e58c6fc8d57127ff0144b2c7-0;2;21600000;-;6442450944;1;1742930337199;1742930342109;1742930342112;4913;1000;nf-core;129.6;0.0;18882560;1852956672;18882560;1852960768;15234231;14151634;2201;902;0;14172160;27;9;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/c8/715b76843449c92cf08e2001a21c8d;-;-
111;-;b6/402514;43792;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX;SPT5_T0_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SPT5_T0_REP2);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;2;14400000;-;6442450944;1;1742930337219;1742930342113;1742930342116;4897;0;nf-core;111.6;0.0;6967296;162738176;6967296;229982208;4437278;16652;840;21;0;16384;179;26;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/b6/40251446aa0012bd5a7f0a3330ef0b;-;-
119;-;43/2104cf;43794;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX;SPT5_INPUT_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SPT5_INPUT_REP1);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;2;14400000;-;6442450944;1;1742930337254;1742930342135;1742930342142;4888;0;nf-core;95.7;0.0;6926336;162738176;6926336;229982208;9235857;15428;1584;21;0;16384;3;139;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/43/2104cf2e3587e325b48958567c39a0;-;-
115;-;ed/55be22;43797;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT;SPT5_T0_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SPT5_T0_REP1);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;2;21600000;-;6442450944;1;1742930337461;1742930342165;1742930342177;4716;0;nf-core;194.8;0.0;34344960;1861906432;34410496;1862578176;11749227;10787726;433;201;0;4988928;42;2;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/ed/55be225a2f56320b2c7f872053cd3a;-;-
110;-;7c/8b5091;43796;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT;SPT5_T15_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SPT5_T15_REP1);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;2;21600000;-;6442450944;1;1742930337308;1742930342150;1742930342165;4857;0;nf-core;198.6;0.0;35647488;1861906432;35717120;1862578176;14349100;13092553;473;241;0;5992448;45;0;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/7c/8b50911a5aaca5f1eb59f0f3e37ff1;-;-
116;-;dc/b787c0;43800;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT;SPT5_INPUT_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SPT5_INPUT_REP2);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;2;21600000;-;6442450944;1;1742930337625;1742930347110;1742930347111;9486;0;nf-core;172.3;0.0;35082240;1861906432;35151872;1927192576;20411744;19528777;565;336;4096;9400320;130;26;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/dc/b787c0a247f9c34dbbdd1c6a5dbd56;-;-
118;-;b1/229c18;43798;NFCORE_CHIPSEQ:CHIPSEQ:PICARD_COLLECTMULTIPLEMETRICS;SPT5_INPUT_REP1;NFCORE_CHIPSEQ:CHIPSEQ:PICARD_COLLECTMULTIPLEMETRICS (SPT5_INPUT_REP1);COMPLETED;0;-;quay.io/biocontainers/picard:3.2.0--hdfd78af_0;1;14400000;-;6442450944;1;1742930337528;1742930342178;1742930352110;14582;6000;nf-core;278.0;0.4;318717952;10649636864;318730240;10716745728;88205357;823878;20201;450;0;851968;32;118;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/b1/229c188187da546b0b4991e38f053b;-;-
114;-;8e/30b031;43799;NFCORE_CHIPSEQ:CHIPSEQ:PICARD_COLLECTMULTIPLEMETRICS;SPT5_T0_REP2;NFCORE_CHIPSEQ:CHIPSEQ:PICARD_COLLECTMULTIPLEMETRICS (SPT5_T0_REP2);COMPLETED;0;-;quay.io/biocontainers/picard:3.2.0--hdfd78af_0;1;14400000;-;6442450944;1;1742930337610;1742930347109;1742930352111;14501;5000;nf-core;322.2;0.4;301543424;10659053568;301543424;10666385408;83459675;870447;19374;461;0;901120;29;76;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/8e/30b031165cf7c49f6ba77800246be8;-;-
121;-;e7/7c4755;43802;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX;SPT5_T15_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SPT5_T15_REP1);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;2;14400000;-;6442450944;1;1742930342252;1742930352114;1742930352121;9869;0;nf-core;133.3;0.0;6885376;162738176;6885376;229982208;6118853;15860;1104;21;0;16384;136;2;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/e7/7c4755043bd4d0f12e5053731e02fe;-;-
124;-;22/ba401f;43804;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX;SPT5_T0_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SPT5_T0_REP1);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;2;14400000;-;6442450944;1;1742930342297;1742930357111;1742930357112;14815;0;nf-core;135.5;0.0;6930432;162738176;6930432;229982208;5113963;15236;952;21;0;16384;147;0;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/22/ba401f6473c9e33f208189a0ae985f;-;-
120;-;f8/d98e66;43805;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT;SPT5_T15_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SPT5_T15_REP2);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;2;21600000;-;6442450944;1;1742930342318;1742930357113;1742930357114;14796;0;nf-core;192.6;0.0;35008512;1861906432;35065856;1862578176;14199404;13048783;471;239;0;6025216;56;3;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/f8/d98e66c9040e34db8d3e6c0c31f144;-;-
126;-;58/5bad43;43806;NFCORE_CHIPSEQ:CHIPSEQ:PICARD_COLLECTMULTIPLEMETRICS;SPT5_T0_REP1;NFCORE_CHIPSEQ:CHIPSEQ:PICARD_COLLECTMULTIPLEMETRICS (SPT5_T0_REP1);COMPLETED;0;-;quay.io/biocontainers/picard:3.2.0--hdfd78af_0;1;14400000;-;6442450944;1;1742930342699;1742930362110;1742930367109;24410;4000;nf-core;349.8;0.4;295198720;10641907712;300511232;10713882624;84126759;862574;19511;460;0;897024;32;2;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/58/5bad4344fb153de571368ef77193f3;-;-
123;-;c8/4545b4;43807;NFCORE_CHIPSEQ:CHIPSEQ:PICARD_COLLECTMULTIPLEMETRICS;SPT5_T15_REP1;NFCORE_CHIPSEQ:CHIPSEQ:PICARD_COLLECTMULTIPLEMETRICS (SPT5_T15_REP1);COMPLETED;0;-;quay.io/biocontainers/picard:3.2.0--hdfd78af_0;1;14400000;-;6442450944;1;1742930342714;1742930367110;1742930377118;34404;5000;nf-core;362.5;0.4;302288896;10641907712;309121024;10713882624;85138022;866268;19670;460;0;897024;33;29;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/c8/4545b4237c5dae46f585eb7f724c4a;-;-
122;-;08/a5f41d;43801;NFCORE_CHIPSEQ:CHIPSEQ:PHANTOMPEAKQUALTOOLS;SPT5_T15_REP1;NFCORE_CHIPSEQ:CHIPSEQ:PHANTOMPEAKQUALTOOLS (SPT5_T15_REP1);COMPLETED;0;-;community.wave.seqera.io/library/phantompeakqualtools:1.2.2--f8026fe2526a5e18;2;21600000;-;6442450944;1;1742930342227;1742930352111;1742931492192;1149965;5451;nf-core;160.3;0.1;120504320;1847513088;120504320;1847513088;76833977;43984963;12400;9601;0;9203712;5689;477;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/08/a5f41d20204c8f301344070aaf40dc;-;-
125;-;30/4d1324;43803;NFCORE_CHIPSEQ:CHIPSEQ:PHANTOMPEAKQUALTOOLS;SPT5_T0_REP1;NFCORE_CHIPSEQ:CHIPSEQ:PHANTOMPEAKQUALTOOLS (SPT5_T0_REP1);COMPLETED;0;-;community.wave.seqera.io/library/phantompeakqualtools:1.2.2--f8026fe2526a5e18;2;21600000;-;6442450944;1;1742930342266;1742930357110;1742931492192;1149926;5051;nf-core;160.1;0.1;119296000;1846194176;119296000;1846194176;68217090;36372940;10628;7972;0;7700480;4761;882;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/30/4d1324d5829c029adf4de190cf45e1;-;-
112;-;5e/6ee4a0;43793;NFCORE_CHIPSEQ:CHIPSEQ:PHANTOMPEAKQUALTOOLS;SPT5_T0_REP2;NFCORE_CHIPSEQ:CHIPSEQ:PHANTOMPEAKQUALTOOLS (SPT5_T0_REP2);COMPLETED;0;-;community.wave.seqera.io/library/phantompeakqualtools:1.2.2--f8026fe2526a5e18;2;21600000;-;6442450944;1;1742930337239;1742930342127;1742931492191;1154952;4440;nf-core;156.8;0.1;112181248;1839177728;112181248;1839177728;61912964;30745611;9302;6754;0;6582272;4902;147;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/5e/6ee4a00503ffe13fca01d0024922b0;-;-
132;-;43/44c14a;43813;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX;SPT5_T15_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SPT5_T15_REP2);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;2;14400000;-;6442450944;1;1742930357181;1742931497204;1742931497206;1140025;1000;nf-core;128.6;0.0;7024640;162738176;7024640;229982208;6149932;15828;1105;21;0;16384;149;2;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/43/44c14a5d7d888375113c698fcd152e;-;-
127;-;06/e2381f;43808;NFCORE_CHIPSEQ:CHIPSEQ:PHANTOMPEAKQUALTOOLS;SPT5_INPUT_REP2;NFCORE_CHIPSEQ:CHIPSEQ:PHANTOMPEAKQUALTOOLS (SPT5_INPUT_REP2);COMPLETED;0;-;community.wave.seqera.io/library/phantompeakqualtools:1.2.2--f8026fe2526a5e18;2;21600000;-;6442450944;1;1742930347151;1742930377119;1742931497199;1150048;6990;nf-core;166.8;0.1;122974208;1849847808;122974208;1849847808;102958989;66701150;17666;14367;0;13942784;4108;139;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/06/e2381f429abd2c446426ff784ff13b;-;-
129;-;3d/9aace3;43809;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX;SPT5_INPUT_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SPT5_INPUT_REP2);COMPLETED;0;-;quay.io/biocontainers/samtools:1.20--h50ea8bc_0;2;14400000;-;6442450944;1;1742930347191;1742931497200;1742931497201;1150010;0;nf-core;150.0;0.0;6893568;162738176;6893568;229982208;9523761;15573;1629;21;0;16384;181;1;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/3d/9aace33e28736f51f78791eaa65323;-;-
117;-;ae/f63bb5;43795;NFCORE_CHIPSEQ:CHIPSEQ:PHANTOMPEAKQUALTOOLS;SPT5_INPUT_REP1;NFCORE_CHIPSEQ:CHIPSEQ:PHANTOMPEAKQUALTOOLS (SPT5_INPUT_REP1);COMPLETED;0;-;community.wave.seqera.io/library/phantompeakqualtools:1.2.2--f8026fe2526a5e18;2;21600000;-;6442450944;1;1742930337292;1742930342148;1742931497199;1159907;6799;nf-core;155.5;0.1;122183680;1848770560;122183680;1848770560;100532078;64562108;17168;13912;0;13508608;4251;1000;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/ae/f63bb59181ee8b0dd71b0a174e589b;-;-
128;-;8b/4240e6;43810;NFCORE_CHIPSEQ:CHIPSEQ:PICARD_COLLECTMULTIPLEMETRICS;SPT5_INPUT_REP2;NFCORE_CHIPSEQ:CHIPSEQ:PICARD_COLLECTMULTIPLEMETRICS (SPT5_INPUT_REP2);COMPLETED;0;-;quay.io/biocontainers/picard:3.2.0--hdfd78af_0;1;14400000;-;6442450944;1;1742930347212;1742931497201;1742931502192;1154980;4000;nf-core;340.1;0.4;316452864;10643582976;320032768;10713886720;88495269;824988;20176;450;0;851968;32;4;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/8b/4240e6fa7d894df69ddd506ef2db63;-;-
133;-;70/dcc10b;43816;NFCORE_CHIPSEQ:CHIPSEQ:PHANTOMPEAKQUALTOOLS;SPT5_T15_REP2;NFCORE_CHIPSEQ:CHIPSEQ:PHANTOMPEAKQUALTOOLS (SPT5_T15_REP2);COMPLETED;0;-;community.wave.seqera.io/library/phantompeakqualtools:1.2.2--f8026fe2526a5e18;2;21600000;-;6442450944;1;1742930357298;1742931502194;1742931507203;1149905;3448;nf-core;227.9;0.1;120963072;1848233984;120963072;1848233984;76958187;44078096;12416;9616;0;9297920;61;17;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/70/dcc10bb0196326197fb24e3888d68a;-;-
135;-;8e/f91208;43817;NFCORE_CHIPSEQ:CHIPSEQ:PICARD_COLLECTMULTIPLEMETRICS;SPT5_T15_REP2;NFCORE_CHIPSEQ:CHIPSEQ:PICARD_COLLECTMULTIPLEMETRICS (SPT5_T15_REP2);COMPLETED;0;-;quay.io/biocontainers/picard:3.2.0--hdfd78af_0;1;14400000;-;6442450944;1;1742930357314;1742931512192;1742931517200;1159886;5000;nf-core;339.5;0.4;294862848;10640617472;296624128;10646228992;85169370;866718;19648;460;0;897024;24;29;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/8e/f91208da56623c84c3c315f1660b04;-;-
131;-;65/76587e;43811;NFCORE_CHIPSEQ:CHIPSEQ:BAM_PEAKS_CALL_QC_ANNOTATE_MACS3_HOMER:MACS3_CALLPEAK;SPT5_T15_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_PEAKS_CALL_QC_ANNOTATE_MACS3_HOMER:MACS3_CALLPEAK (SPT5_T15_REP1);COMPLETED;0;-;quay.io/biocontainers/macs3:3.0.1--py311h0152c62_3;2;21600000;-;6442450944;1;1742930352207;1742931497202;1742931542193;1189986;2000;nf-core;126.6;0.1;90271744;1715929088;90271744;1715929088;41852893;15690735;4893;179;0;15745024;5;11;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/65/76587e94a17b26071ed69a829ab8bc;-;-
134;-;2b/b3d69a;43814;NFCORE_CHIPSEQ:CHIPSEQ:BAM_PEAKS_CALL_QC_ANNOTATE_MACS3_HOMER:MACS3_CALLPEAK;SPT5_T0_REP1;NFCORE_CHIPSEQ:CHIPSEQ:BAM_PEAKS_CALL_QC_ANNOTATE_MACS3_HOMER:MACS3_CALLPEAK (SPT5_T0_REP1);COMPLETED;0;-;quay.io/biocontainers/macs3:3.0.1--py311h0152c62_3;2;21600000;-;6442450944;1;1742930357249;1742931497207;1742931542207;1184958;2000;nf-core;122.7;0.1;93593600;1716543488;93593600;1716543488;40343727;15212330;4648;182;0;15261696;4;77;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/2b/b3d69af6a2dd056653eeafbb530633;-;-
136;-;01/b3ae8a;43815;NFCORE_CHIPSEQ:CHIPSEQ:DEEPTOOLS_PLOTFINGERPRINT;SPT5_T0_REP1;NFCORE_CHIPSEQ:CHIPSEQ:DEEPTOOLS_PLOTFINGERPRINT (SPT5_T0_REP1);COMPLETED;0;-;quay.io/biocontainers/deeptools:3.5.5--pyhdfd78af_0;2;21600000;-;6442450944;1;1742930357265;1742931502193;1742931567196;1209931;12000;nf-core;113.8;1.1;944836608;2807320576;1254854656;3117334528;74375545;76107;10153;70;0;86016;144;138;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/01/b3ae8acc596722626dbe2bf4a3b9de;-;-
130;-;8a/af6b9d;43812;NFCORE_CHIPSEQ:CHIPSEQ:DEEPTOOLS_PLOTFINGERPRINT;SPT5_T15_REP1;NFCORE_CHIPSEQ:CHIPSEQ:DEEPTOOLS_PLOTFINGERPRINT (SPT5_T15_REP1);COMPLETED;0;-;quay.io/biocontainers/deeptools:3.5.5--pyhdfd78af_0;2;21600000;-;6442450944;1;1742930352237;1742931497203;1742931567195;1214958;12000;nf-core;114.5;1.1;944652288;2807271424;1254559744;3117281280;74523876;76151;10177;70;0;86016;32;107;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/8a/af6b9d1baadbd8f5ed371e5e285864;-;-
142;-;5b/3da0fa;43821;NFCORE_CHIPSEQ:CHIPSEQ:BAM_PEAKS_CALL_QC_ANNOTATE_MACS3_HOMER:MACS3_CALLPEAK;SPT5_T0_REP2;NFCORE_CHIPSEQ:CHIPSEQ:BAM_PEAKS_CALL_QC_ANNOTATE_MACS3_HOMER:MACS3_CALLPEAK (SPT5_T0_REP2);COMPLETED;0;-;quay.io/biocontainers/macs3:3.0.1--py311h0152c62_3;2;21600000;-;6442450944;1;1742931497276;1742931572194;1742931572203;74927;2000;nf-core;133.2;0.1;89513984;1715916800;89513984;1715916800;40036872;15233220;4552;174;0;15282176;5;19;/home/nfomin3/dev/SlurmSetup/nextflow/chipseq/work/5b/3da0facef17f59572f2ef8455e0498;-;-
